pmid,title,authors,journal,publication_date,doi,abstract,topic,citation_count,impact_factor,score,rank
41339546,Computational enzyme design by catalytic motif scaffolding.,Markus Braun; Adrian Tripp; Morakot Chakatok; Sigrid Kaltenbrunner; Celina Fischer; David Stoll; Aleksandar Bijelic; Wael Elaily; Massimo G Totaro; Melanie Moser; Shlomo Y Hoch; Horst Lechner; Federico Rossi; Matteo Aleotti; Mélanie Hall; Gustav Oberdorfer,Nature,2025-12-03T00:00:00,10.1038/s41586-025-09747-9,"Enzymes find broad use as biocatalysts in industry and medicine owing to their exquisite selectivity, efficiency and mild reaction conditions. Custom-designed enzymes can produce tailor-made biocatalysts with potential applications that extend beyond natural reactions. However, current design methods require testing a large number of designs and mostly produce de novo enzymes with low catalytic activities<sup>1-3</sup>. As a result, they require costly experimental optimization and high-throughput screening to be industrially viable<sup>4,5</sup>. Here we present rotamer inverted fragment finder-diffusion (Riff-Diff), a hybrid machine learning and atomistic modelling strategy for scaffolding catalytic arrays in de novo proteins. We highlight the general applicability of Riff-Diff by designing enzymes for two mechanistically distinct chemical transformations, the retro-aldol reaction and the Morita-Baylis-Hillman reaction. We show that in both cases, it is possible to generate catalysts that exhibit activities rivalling those optimized by in vitro evolution, along with exquisite stereoselectivity. High-resolution structures of six of the designs revealed near-atomic active site design precision. The design strategy can, in principle, be applied to any catalytically competent amino acid array. These findings lay the basis for practical applicability of de novo protein catalysts in synthesis and describe fundamental principles of protein design and enzyme catalysis.",de-novo-protein-design,13,64.8,67.92625430482902,2
41339749,Atom-level enzyme active site scaffolding using RFdiffusion2.,Woody Ahern; Jason Yim; Doug Tischer; Saman Salike; Seth M Woodbury; Donghyo Kim; Indrek Kalvet; Yakov Kipnis; Brian Coventry; Han Raut Altae-Tran; Magnus S Bauer; Regina Barzilay; Tommi S Jaakkola; Rohith Krishna; David Baker,Nature methods,2025-12-03T00:00:00,10.1038/s41592-025-02975-x,"Designing new enzymes typically begins with idealized arrangements of catalytic functional groups around a reaction transition state, then attempts to generate protein structures that precisely position these groups. Current AI-based methods can create active enzymes but require predefined residue positions and rely on reverse-building residue backbones from side-chain placements, which limits design flexibility. Here we show that a new deep generative model, RoseTTAFold diffusion 2 (RFdiffusion2), overcomes these constraints by designing enzymes directly from functional group geometries without specifying residue order or performing inverse rotamer generation. RFdiffusion2 successfully generates scaffolds for all 41 active sites in a diverse benchmark, compared to 16 using previous methods. We further design enzymes for three distinct catalytic mechanisms and identify active candidates after experimentally testing fewer than 96 sequences in each case. These results highlight the potential of atomic-level generative modeling to create de novo enzymes directly from reaction mechanisms.",de-novo-protein-design,29,25.0,64.86494322639604,3
42123604,Next-Generation Artificial Intelligence Strategies for Mechanistic Cancer Target Discovery and Drug Development: A State-of-the-Art Review.,Muhammad Sohail Khan; Muhammad Saeed; Muhammad Arham; Imran Zafar; Majid Hussian; Adil Jamal; Muhammad Usman; Fayez Saeed Bahwerth; Gabsik Yang; Ki Sung Kang,International journal of molecular sciences,2026-04-30T00:00:00,10.3390/ijms27094028,"Artificial intelligence (AI) is increasingly used in cancer research, enabling integrative analysis of complex biomedical data to identify actionable therapeutic vulnerabilities. This review specifically examines how AI advances mechanistic cancer target discovery and translational drug development, focusing on: (1) the processing of large-scale genomics, transcriptomics, proteomics, metabolomics, single-cell profiling, spatial, and clinical datasets using machine learning (ML) and deep learning (DL) algorithms; (2) the identification of candidate biomarkers, driver genes, dysregulated pathways, tumor dependencies, and molecular targets that traditional methods often miss; (3) the integration of multi-omics data, network biology, causal inference, and systems-level modeling to refine mechanistic understanding of cancer progression and separate functional driver events from passengers; and (4) applications in drug development, including virtual screening, molecular modeling, structure-informed target validation, drug repurposing, synthetic lethality prediction, and de novo drug design, which collectively may enhance early-stage drug discovery efficiency. The review underscores that AI serves as both a predictive tool and a platform for linking molecular mechanisms to hypothesis generation, target prioritization, and rational treatment design. Challenges such as data heterogeneity, algorithmic bias, interpretability, reproducibility, regulatory requirements, and patient privacy must be addressed for robust translation and clinical use. Future directions may focus on hybrid approaches that integrate causal modeling, explainable AI, multimodal data, and experimental validation to yield mechanistically grounded, clinically actionable insights. AI-driven approaches ultimately aim to accelerate mechanism-based cancer target discovery and enable more precise, biologically informed anticancer therapies.",ai-drug-discovery,0,140.40405405405406,59.763287671232874,1
42152258,Emerging Innovations in Current Drug Discovery Technologies: The Role of Regulatory Policies and Financial Investments in Healthcare Transformation.,Virendra S Gomase; Rupali Sharma; Suchita P Dhamane; Satish Sardana; Bijith Marakarkandy; Sandeep Kelkar,Current drug discovery technologies,2026-05-12T00:00:00,10.2174/0115701638433254251211082128,"The pharmaceutical sector is at the forefront of worldwide healthcare innovations due to its persistent drive to enhance patient outcomes. Breakthrough technologies such as gene editing, personalized medicine, artificial intelligence (AI), and digital health tools are dramatically reshaping the industry. This research study highlights the critical role that investment strategies and regulatory frameworks play in shaping pharmaceutical innovation and its broader impact on healthcare systems. It aims to demonstrate how balanced regulation and strategic funding can enhance innovation while maintaining safety, accessibility, and ethical standards. The study investigates how pricing controls, drug approval processes, and intellectual property protections influence innovation. It also analyzes the roles of government funding, venture capital, and public-private collaborations in accelerating R&D and drug delivery. Key case studies and recent industry trends are reviewed to explore these relationships. The study findings show that adaptive regulations and targeted financial investments significantly accelerate innovation and market access. Case analyses reveal faster development of mRNA vaccines, AI-driven drug discovery, and CRISPR-based therapies under flexible policy environments. However, unequal investment and regulatory disparities continue to limit global equitable access to emerging technologies. Regulatory compliance is essential to ensure drug safety and accessibility, but overly stringent policies can obstruct research and delay the availability of new treatments. Investment from both public and private sectors is a key driver of pharmaceutical advancement. The interplay between regulation and funding ultimately determines the speed at which innovations reach patients and the healthcare system's capacity to adapt. A harmonized approach to regulatory policy and financial investment is vital for fostering pharmaceutical innovation and transforming global healthcare. This paper underscores the importance of regulatory reform and innovative investment models in promoting equitable access to next-generation treatments and supporting the sustainable evolution of healthcare worldwide.",ai-drug-discovery,0,52.7,56.381643835616444,2
42152257,"Pharmaceutical Industry 5.0: The Role of Drug Discovery Technology, Innovation, and Digital Transformation in Economic Resilience.",Virendra S Gomase; Rupali Sharma; Suchita P Dhamane; Nisha S Tatkar,Current drug discovery technologies,2026-05-12T00:00:00,10.2174/0115701638432521260101061854,"The pharmaceutical industry is undergoing a profound transformation driven by digitalization, innovation, and cutting-edge emerging technologies. The concept of Pharmaceutical Industry 5.0 has emerged as the sector adjusts to a rapidly shifting global environment, with cutting-edge technologies like artificial intelligence (AI), blockchain, automation, and personalized medicine playing a crucial role in determining the future. This new phase integrates advanced technologies such as artificial intelligence (AI), blockchain, automation, and personalized medicine, which are shaping the future of drug discovery, manufacturing, and distribution. The objective of this study is to explore how the transition to Industry 5.0 is enhancing the pharmaceutical industry's resilience, innovation, and sustainability in the face of global crises such as pandemics, regulatory changes, and market disruptions. This research study investigates the integration of emerging technologies in pharmaceutical processes and analyzes their impact on operational efficiency, supply chain optimization, personalized medicine, and global access to treatment. The concept of economic resiliency is used as a central framework to evaluate the industry's adaptive capacity. Emerging technologies are enabling faster and more efficient research and development (R&D), paving the way for personalized and targeted therapies. Pharmaceutical companies are leveraging innovation to explore new business models focused on sustainability, predictive analytics, and big data. Additionally, digital transformation is reshaping healthcare delivery through telemedicine, AI diagnostics, and remote monitoring, thereby expanding global access to medical treatments. The adoption of Industry 5.0 principles allows pharmaceutical companies to strengthen economic resilience, drive innovation, and achieve sustainable growth. By embracing digital tools and fostering collaboration, the industry can enhance patient outcomes and maintain long-term viability in an increasingly complex and uncertain global economy.",ai-drug-discovery,0,52.7,56.381643835616444,3
41339547,Computational design of metallohydrolases.,Donghyo Kim; Seth M Woodbury; Woody Ahern; Doug Tischer; Alex Kang; Emily Joyce; Asim K Bera; Nikita Hanikel; Saman Salike; Rohith Krishna; Jason Yim; Samuel J Pellock; Anna Lauko; Indrek Kalvet; Donald Hilvert; David Baker,Nature,2025-12-03T00:00:00,10.1038/s41586-025-09746-w,"De novo enzyme design seeks to build proteins containing ideal active sites with catalytic residues surrounding and stabilizing the transition state(s) of the target chemical reaction<sup>1-7</sup>. The generative artificial intelligence method RFdiffusion<sup>8,9</sup> solves this problem, but requires specifying both the sequence position and backbone coordinates for each catalytic residue, limiting sampling. Here we introduce RFdiffusion2, which eliminates these requirements, and use it to design zinc metallohydrolases starting from quantum chemistry-derived active site geometries. From an initial set of 96 designs tested experimentally, the most active has a catalytic efficiency (k<sub>cat</sub>/K<sub>M</sub>) of 16,000 M<sup>-1</sup> s<sup>-1</sup>, orders of magnitude higher than previously designed metallohydrolases<sup>6,7,10,11</sup>. A second round of 96 designs yielded 3 additional highly active enzymes, with k<sub>cat</sub>/K<sub>M</sub> values of up to 53,000 M<sup>-1</sup> s<sup>-1</sup> and a catalytic rate constant (k<sub>cat</sub>) of up to 1.5 s<sup>-1</sup>. The design models of the four most active designs differ from known structures and from each other, and the crystal structure of the most active design is very close to the design model, demonstrating the accuracy of the design method. The most active enzymes are predicted by PLACER<sup>12</sup> and Chai-1 (ref. <sup>13</sup>) to have preorganized active sites that effectively position the substrate for nucleophilic attack by a water molecule activated by the bound metal. The ability to generate highly active enzymes directly from the computer, without experimental optimization, should enable a new generation of potent designer catalysts<sup>14,15</sup>.",de-novo-protein-design,18,64.8,70.68447633282555,1
41339546,Computational enzyme design by catalytic motif scaffolding.,Markus Braun; Adrian Tripp; Morakot Chakatok; Sigrid Kaltenbrunner; Celina Fischer; David Stoll; Aleksandar Bijelic; Wael Elaily; Massimo G Totaro; Melanie Moser; Shlomo Y Hoch; Horst Lechner; Federico Rossi; Matteo Aleotti; Mélanie Hall; Gustav Oberdorfer,Nature,2025-12-03T00:00:00,10.1038/s41586-025-09747-9,"Enzymes find broad use as biocatalysts in industry and medicine owing to their exquisite selectivity, efficiency and mild reaction conditions. Custom-designed enzymes can produce tailor-made biocatalysts with potential applications that extend beyond natural reactions. However, current design methods require testing a large number of designs and mostly produce de novo enzymes with low catalytic activities<sup>1-3</sup>. As a result, they require costly experimental optimization and high-throughput screening to be industrially viable<sup>4,5</sup>. Here we present rotamer inverted fragment finder-diffusion (Riff-Diff), a hybrid machine learning and atomistic modelling strategy for scaffolding catalytic arrays in de novo proteins. We highlight the general applicability of Riff-Diff by designing enzymes for two mechanistically distinct chemical transformations, the retro-aldol reaction and the Morita-Baylis-Hillman reaction. We show that in both cases, it is possible to generate catalysts that exhibit activities rivalling those optimized by in vitro evolution, along with exquisite stereoselectivity. High-resolution structures of six of the designs revealed near-atomic active site design precision. The design strategy can, in principle, be applied to any catalytically competent amino acid array. These findings lay the basis for practical applicability of de novo protein catalysts in synthesis and describe fundamental principles of protein design and enzyme catalysis.",de-novo-protein-design,13,64.8,67.91639129113038,2
41339749,Atom-level enzyme active site scaffolding using RFdiffusion2.,Woody Ahern; Jason Yim; Doug Tischer; Saman Salike; Seth M Woodbury; Donghyo Kim; Indrek Kalvet; Yakov Kipnis; Brian Coventry; Han Raut Altae-Tran; Magnus S Bauer; Regina Barzilay; Tommi S Jaakkola; Rohith Krishna; David Baker,Nature methods,2025-12-03T00:00:00,10.1038/s41592-025-02975-x,"Designing new enzymes typically begins with idealized arrangements of catalytic functional groups around a reaction transition state, then attempts to generate protein structures that precisely position these groups. Current AI-based methods can create active enzymes but require predefined residue positions and rely on reverse-building residue backbones from side-chain placements, which limits design flexibility. Here we show that a new deep generative model, RoseTTAFold diffusion 2 (RFdiffusion2), overcomes these constraints by designing enzymes directly from functional group geometries without specifying residue order or performing inverse rotamer generation. RFdiffusion2 successfully generates scaffolds for all 41 active sites in a diverse benchmark, compared to 16 using previous methods. We further design enzymes for three distinct catalytic mechanisms and identify active candidates after experimentally testing fewer than 96 sequences in each case. These results highlight the potential of atomic-level generative modeling to create de novo enzymes directly from reaction mechanisms.",de-novo-protein-design,29,25.0,64.85508021269742,3
42123604,Next-Generation Artificial Intelligence Strategies for Mechanistic Cancer Target Discovery and Drug Development: A State-of-the-Art Review.,Muhammad Sohail Khan; Muhammad Saeed; Muhammad Arham; Imran Zafar; Majid Hussian; Adil Jamal; Muhammad Usman; Fayez Saeed Bahwerth; Gabsik Yang; Ki Sung Kang,International journal of molecular sciences,2026-04-30T00:00:00,10.3390/ijms27094028,"Artificial intelligence (AI) is increasingly used in cancer research, enabling integrative analysis of complex biomedical data to identify actionable therapeutic vulnerabilities. This review specifically examines how AI advances mechanistic cancer target discovery and translational drug development, focusing on: (1) the processing of large-scale genomics, transcriptomics, proteomics, metabolomics, single-cell profiling, spatial, and clinical datasets using machine learning (ML) and deep learning (DL) algorithms; (2) the identification of candidate biomarkers, driver genes, dysregulated pathways, tumor dependencies, and molecular targets that traditional methods often miss; (3) the integration of multi-omics data, network biology, causal inference, and systems-level modeling to refine mechanistic understanding of cancer progression and separate functional driver events from passengers; and (4) applications in drug development, including virtual screening, molecular modeling, structure-informed target validation, drug repurposing, synthetic lethality prediction, and de novo drug design, which collectively may enhance early-stage drug discovery efficiency. The review underscores that AI serves as both a predictive tool and a platform for linking molecular mechanisms to hypothesis generation, target prioritization, and rational treatment design. Challenges such as data heterogeneity, algorithmic bias, interpretability, reproducibility, regulatory requirements, and patient privacy must be addressed for robust translation and clinical use. Future directions may focus on hybrid approaches that integrate causal modeling, explainable AI, multimodal data, and experimental validation to yield mechanistically grounded, clinically actionable insights. AI-driven approaches ultimately aim to accelerate mechanism-based cancer target discovery and enable more precise, biologically informed anticancer therapies.",ai-drug-discovery,0,140.40405405405406,59.753424657534254,1
42152258,Emerging Innovations in Current Drug Discovery Technologies: The Role of Regulatory Policies and Financial Investments in Healthcare Transformation.,Virendra S Gomase; Rupali Sharma; Suchita P Dhamane; Satish Sardana; Bijith Marakarkandy; Sandeep Kelkar,Current drug discovery technologies,2026-05-12T00:00:00,10.2174/0115701638433254251211082128,"The pharmaceutical sector is at the forefront of worldwide healthcare innovations due to its persistent drive to enhance patient outcomes. Breakthrough technologies such as gene editing, personalized medicine, artificial intelligence (AI), and digital health tools are dramatically reshaping the industry. This research study highlights the critical role that investment strategies and regulatory frameworks play in shaping pharmaceutical innovation and its broader impact on healthcare systems. It aims to demonstrate how balanced regulation and strategic funding can enhance innovation while maintaining safety, accessibility, and ethical standards. The study investigates how pricing controls, drug approval processes, and intellectual property protections influence innovation. It also analyzes the roles of government funding, venture capital, and public-private collaborations in accelerating R&D and drug delivery. Key case studies and recent industry trends are reviewed to explore these relationships. The study findings show that adaptive regulations and targeted financial investments significantly accelerate innovation and market access. Case analyses reveal faster development of mRNA vaccines, AI-driven drug discovery, and CRISPR-based therapies under flexible policy environments. However, unequal investment and regulatory disparities continue to limit global equitable access to emerging technologies. Regulatory compliance is essential to ensure drug safety and accessibility, but overly stringent policies can obstruct research and delay the availability of new treatments. Investment from both public and private sectors is a key driver of pharmaceutical advancement. The interplay between regulation and funding ultimately determines the speed at which innovations reach patients and the healthcare system's capacity to adapt. A harmonized approach to regulatory policy and financial investment is vital for fostering pharmaceutical innovation and transforming global healthcare. This paper underscores the importance of regulatory reform and innovative investment models in promoting equitable access to next-generation treatments and supporting the sustainable evolution of healthcare worldwide.",ai-drug-discovery,0,52.7,56.37178082191781,2
42152257,"Pharmaceutical Industry 5.0: The Role of Drug Discovery Technology, Innovation, and Digital Transformation in Economic Resilience.",Virendra S Gomase; Rupali Sharma; Suchita P Dhamane; Nisha S Tatkar,Current drug discovery technologies,2026-05-12T00:00:00,10.2174/0115701638432521260101061854,"The pharmaceutical industry is undergoing a profound transformation driven by digitalization, innovation, and cutting-edge emerging technologies. The concept of Pharmaceutical Industry 5.0 has emerged as the sector adjusts to a rapidly shifting global environment, with cutting-edge technologies like artificial intelligence (AI), blockchain, automation, and personalized medicine playing a crucial role in determining the future. This new phase integrates advanced technologies such as artificial intelligence (AI), blockchain, automation, and personalized medicine, which are shaping the future of drug discovery, manufacturing, and distribution. The objective of this study is to explore how the transition to Industry 5.0 is enhancing the pharmaceutical industry's resilience, innovation, and sustainability in the face of global crises such as pandemics, regulatory changes, and market disruptions. This research study investigates the integration of emerging technologies in pharmaceutical processes and analyzes their impact on operational efficiency, supply chain optimization, personalized medicine, and global access to treatment. The concept of economic resiliency is used as a central framework to evaluate the industry's adaptive capacity. Emerging technologies are enabling faster and more efficient research and development (R&D), paving the way for personalized and targeted therapies. Pharmaceutical companies are leveraging innovation to explore new business models focused on sustainability, predictive analytics, and big data. Additionally, digital transformation is reshaping healthcare delivery through telemedicine, AI diagnostics, and remote monitoring, thereby expanding global access to medical treatments. The adoption of Industry 5.0 principles allows pharmaceutical companies to strengthen economic resilience, drive innovation, and achieve sustainable growth. By embracing digital tools and fostering collaboration, the industry can enhance patient outcomes and maintain long-term viability in an increasingly complex and uncertain global economy.",ai-drug-discovery,0,52.7,56.37178082191781,3
41339547,Computational design of metallohydrolases.,Donghyo Kim; Seth M Woodbury; Woody Ahern; Doug Tischer; Alex Kang; Emily Joyce; Asim K Bera; Nikita Hanikel; Saman Salike; Rohith Krishna; Jason Yim; Samuel J Pellock; Anna Lauko; Indrek Kalvet; Donald Hilvert; David Baker,Nature,2025-12-03T00:00:00,10.1038/s41586-025-09746-w,"De novo enzyme design seeks to build proteins containing ideal active sites with catalytic residues surrounding and stabilizing the transition state(s) of the target chemical reaction<sup>1-7</sup>. The generative artificial intelligence method RFdiffusion<sup>8,9</sup> solves this problem, but requires specifying both the sequence position and backbone coordinates for each catalytic residue, limiting sampling. Here we introduce RFdiffusion2, which eliminates these requirements, and use it to design zinc metallohydrolases starting from quantum chemistry-derived active site geometries. From an initial set of 96 designs tested experimentally, the most active has a catalytic efficiency (k<sub>cat</sub>/K<sub>M</sub>) of 16,000 M<sup>-1</sup> s<sup>-1</sup>, orders of magnitude higher than previously designed metallohydrolases<sup>6,7,10,11</sup>. A second round of 96 designs yielded 3 additional highly active enzymes, with k<sub>cat</sub>/K<sub>M</sub> values of up to 53,000 M<sup>-1</sup> s<sup>-1</sup> and a catalytic rate constant (k<sub>cat</sub>) of up to 1.5 s<sup>-1</sup>. The design models of the four most active designs differ from known structures and from each other, and the crystal structure of the most active design is very close to the design model, demonstrating the accuracy of the design method. The most active enzymes are predicted by PLACER<sup>12</sup> and Chai-1 (ref. <sup>13</sup>) to have preorganized active sites that effectively position the substrate for nucleophilic attack by a water molecule activated by the bound metal. The ability to generate highly active enzymes directly from the computer, without experimental optimization, should enable a new generation of potent designer catalysts<sup>14,15</sup>.",de-novo-protein-design,18,64.8,70.67461331912692,1
41339546,Computational enzyme design by catalytic motif scaffolding.,Markus Braun; Adrian Tripp; Morakot Chakatok; Sigrid Kaltenbrunner; Celina Fischer; David Stoll; Aleksandar Bijelic; Wael Elaily; Massimo G Totaro; Melanie Moser; Shlomo Y Hoch; Horst Lechner; Federico Rossi; Matteo Aleotti; Mélanie Hall; Gustav Oberdorfer,Nature,2025-12-03T00:00:00,10.1038/s41586-025-09747-9,"Enzymes find broad use as biocatalysts in industry and medicine owing to their exquisite selectivity, efficiency and mild reaction conditions. Custom-designed enzymes can produce tailor-made biocatalysts with potential applications that extend beyond natural reactions. However, current design methods require testing a large number of designs and mostly produce de novo enzymes with low catalytic activities<sup>1-3</sup>. As a result, they require costly experimental optimization and high-throughput screening to be industrially viable<sup>4,5</sup>. Here we present rotamer inverted fragment finder-diffusion (Riff-Diff), a hybrid machine learning and atomistic modelling strategy for scaffolding catalytic arrays in de novo proteins. We highlight the general applicability of Riff-Diff by designing enzymes for two mechanistically distinct chemical transformations, the retro-aldol reaction and the Morita-Baylis-Hillman reaction. We show that in both cases, it is possible to generate catalysts that exhibit activities rivalling those optimized by in vitro evolution, along with exquisite stereoselectivity. High-resolution structures of six of the designs revealed near-atomic active site design precision. The design strategy can, in principle, be applied to any catalytically competent amino acid array. These findings lay the basis for practical applicability of de novo protein catalysts in synthesis and describe fundamental principles of protein design and enzyme catalysis.",de-novo-protein-design,13,64.8,67.90652827743175,2
41339749,Atom-level enzyme active site scaffolding using RFdiffusion2.,Woody Ahern; Jason Yim; Doug Tischer; Saman Salike; Seth M Woodbury; Donghyo Kim; Indrek Kalvet; Yakov Kipnis; Brian Coventry; Han Raut Altae-Tran; Magnus S Bauer; Regina Barzilay; Tommi S Jaakkola; Rohith Krishna; David Baker,Nature methods,2025-12-03T00:00:00,10.1038/s41592-025-02975-x,"Designing new enzymes typically begins with idealized arrangements of catalytic functional groups around a reaction transition state, then attempts to generate protein structures that precisely position these groups. Current AI-based methods can create active enzymes but require predefined residue positions and rely on reverse-building residue backbones from side-chain placements, which limits design flexibility. Here we show that a new deep generative model, RoseTTAFold diffusion 2 (RFdiffusion2), overcomes these constraints by designing enzymes directly from functional group geometries without specifying residue order or performing inverse rotamer generation. RFdiffusion2 successfully generates scaffolds for all 41 active sites in a diverse benchmark, compared to 16 using previous methods. We further design enzymes for three distinct catalytic mechanisms and identify active candidates after experimentally testing fewer than 96 sequences in each case. These results highlight the potential of atomic-level generative modeling to create de novo enzymes directly from reaction mechanisms.",de-novo-protein-design,29,25.0,64.84521719899878,3
42123604,Next-Generation Artificial Intelligence Strategies for Mechanistic Cancer Target Discovery and Drug Development: A State-of-the-Art Review.,Muhammad Sohail Khan; Muhammad Saeed; Muhammad Arham; Imran Zafar; Majid Hussian; Adil Jamal; Muhammad Usman; Fayez Saeed Bahwerth; Gabsik Yang; Ki Sung Kang,International journal of molecular sciences,2026-04-30T00:00:00,10.3390/ijms27094028,"Artificial intelligence (AI) is increasingly used in cancer research, enabling integrative analysis of complex biomedical data to identify actionable therapeutic vulnerabilities. This review specifically examines how AI advances mechanistic cancer target discovery and translational drug development, focusing on: (1) the processing of large-scale genomics, transcriptomics, proteomics, metabolomics, single-cell profiling, spatial, and clinical datasets using machine learning (ML) and deep learning (DL) algorithms; (2) the identification of candidate biomarkers, driver genes, dysregulated pathways, tumor dependencies, and molecular targets that traditional methods often miss; (3) the integration of multi-omics data, network biology, causal inference, and systems-level modeling to refine mechanistic understanding of cancer progression and separate functional driver events from passengers; and (4) applications in drug development, including virtual screening, molecular modeling, structure-informed target validation, drug repurposing, synthetic lethality prediction, and de novo drug design, which collectively may enhance early-stage drug discovery efficiency. The review underscores that AI serves as both a predictive tool and a platform for linking molecular mechanisms to hypothesis generation, target prioritization, and rational treatment design. Challenges such as data heterogeneity, algorithmic bias, interpretability, reproducibility, regulatory requirements, and patient privacy must be addressed for robust translation and clinical use. Future directions may focus on hybrid approaches that integrate causal modeling, explainable AI, multimodal data, and experimental validation to yield mechanistically grounded, clinically actionable insights. AI-driven approaches ultimately aim to accelerate mechanism-based cancer target discovery and enable more precise, biologically informed anticancer therapies.",ai-drug-discovery,0,140.40405405405406,59.74356164383562,1
42152258,Emerging Innovations in Current Drug Discovery Technologies: The Role of Regulatory Policies and Financial Investments in Healthcare Transformation.,Virendra S Gomase; Rupali Sharma; Suchita P Dhamane; Satish Sardana; Bijith Marakarkandy; Sandeep Kelkar,Current drug discovery technologies,2026-05-12T00:00:00,10.2174/0115701638433254251211082128,"The pharmaceutical sector is at the forefront of worldwide healthcare innovations due to its persistent drive to enhance patient outcomes. Breakthrough technologies such as gene editing, personalized medicine, artificial intelligence (AI), and digital health tools are dramatically reshaping the industry. This research study highlights the critical role that investment strategies and regulatory frameworks play in shaping pharmaceutical innovation and its broader impact on healthcare systems. It aims to demonstrate how balanced regulation and strategic funding can enhance innovation while maintaining safety, accessibility, and ethical standards. The study investigates how pricing controls, drug approval processes, and intellectual property protections influence innovation. It also analyzes the roles of government funding, venture capital, and public-private collaborations in accelerating R&D and drug delivery. Key case studies and recent industry trends are reviewed to explore these relationships. The study findings show that adaptive regulations and targeted financial investments significantly accelerate innovation and market access. Case analyses reveal faster development of mRNA vaccines, AI-driven drug discovery, and CRISPR-based therapies under flexible policy environments. However, unequal investment and regulatory disparities continue to limit global equitable access to emerging technologies. Regulatory compliance is essential to ensure drug safety and accessibility, but overly stringent policies can obstruct research and delay the availability of new treatments. Investment from both public and private sectors is a key driver of pharmaceutical advancement. The interplay between regulation and funding ultimately determines the speed at which innovations reach patients and the healthcare system's capacity to adapt. A harmonized approach to regulatory policy and financial investment is vital for fostering pharmaceutical innovation and transforming global healthcare. This paper underscores the importance of regulatory reform and innovative investment models in promoting equitable access to next-generation treatments and supporting the sustainable evolution of healthcare worldwide.",ai-drug-discovery,0,52.7,56.361917808219175,2
42152257,"Pharmaceutical Industry 5.0: The Role of Drug Discovery Technology, Innovation, and Digital Transformation in Economic Resilience.",Virendra S Gomase; Rupali Sharma; Suchita P Dhamane; Nisha S Tatkar,Current drug discovery technologies,2026-05-12T00:00:00,10.2174/0115701638432521260101061854,"The pharmaceutical industry is undergoing a profound transformation driven by digitalization, innovation, and cutting-edge emerging technologies. The concept of Pharmaceutical Industry 5.0 has emerged as the sector adjusts to a rapidly shifting global environment, with cutting-edge technologies like artificial intelligence (AI), blockchain, automation, and personalized medicine playing a crucial role in determining the future. This new phase integrates advanced technologies such as artificial intelligence (AI), blockchain, automation, and personalized medicine, which are shaping the future of drug discovery, manufacturing, and distribution. The objective of this study is to explore how the transition to Industry 5.0 is enhancing the pharmaceutical industry's resilience, innovation, and sustainability in the face of global crises such as pandemics, regulatory changes, and market disruptions. This research study investigates the integration of emerging technologies in pharmaceutical processes and analyzes their impact on operational efficiency, supply chain optimization, personalized medicine, and global access to treatment. The concept of economic resiliency is used as a central framework to evaluate the industry's adaptive capacity. Emerging technologies are enabling faster and more efficient research and development (R&D), paving the way for personalized and targeted therapies. Pharmaceutical companies are leveraging innovation to explore new business models focused on sustainability, predictive analytics, and big data. Additionally, digital transformation is reshaping healthcare delivery through telemedicine, AI diagnostics, and remote monitoring, thereby expanding global access to medical treatments. The adoption of Industry 5.0 principles allows pharmaceutical companies to strengthen economic resilience, drive innovation, and achieve sustainable growth. By embracing digital tools and fostering collaboration, the industry can enhance patient outcomes and maintain long-term viability in an increasingly complex and uncertain global economy.",ai-drug-discovery,0,52.7,56.361917808219175,3
41339547,Computational design of metallohydrolases.,Donghyo Kim; Seth M Woodbury; Woody Ahern; Doug Tischer; Alex Kang; Emily Joyce; Asim K Bera; Nikita Hanikel; Saman Salike; Rohith Krishna; Jason Yim; Samuel J Pellock; Anna Lauko; Indrek Kalvet; Donald Hilvert; David Baker,Nature,2025-12-03T00:00:00,10.1038/s41586-025-09746-w,"De novo enzyme design seeks to build proteins containing ideal active sites with catalytic residues surrounding and stabilizing the transition state(s) of the target chemical reaction<sup>1-7</sup>. The generative artificial intelligence method RFdiffusion<sup>8,9</sup> solves this problem, but requires specifying both the sequence position and backbone coordinates for each catalytic residue, limiting sampling. Here we introduce RFdiffusion2, which eliminates these requirements, and use it to design zinc metallohydrolases starting from quantum chemistry-derived active site geometries. From an initial set of 96 designs tested experimentally, the most active has a catalytic efficiency (k<sub>cat</sub>/K<sub>M</sub>) of 16,000 M<sup>-1</sup> s<sup>-1</sup>, orders of magnitude higher than previously designed metallohydrolases<sup>6,7,10,11</sup>. A second round of 96 designs yielded 3 additional highly active enzymes, with k<sub>cat</sub>/K<sub>M</sub> values of up to 53,000 M<sup>-1</sup> s<sup>-1</sup> and a catalytic rate constant (k<sub>cat</sub>) of up to 1.5 s<sup>-1</sup>. The design models of the four most active designs differ from known structures and from each other, and the crystal structure of the most active design is very close to the design model, demonstrating the accuracy of the design method. The most active enzymes are predicted by PLACER<sup>12</sup> and Chai-1 (ref. <sup>13</sup>) to have preorganized active sites that effectively position the substrate for nucleophilic attack by a water molecule activated by the bound metal. The ability to generate highly active enzymes directly from the computer, without experimental optimization, should enable a new generation of potent designer catalysts<sup>14,15</sup>.",de-novo-protein-design,18,64.8,70.66475030542829,1
