,mention,obj,prob,pmid
42604,serum cystatin C,gene,0.908,27082736
42605,aflibercept,gene,0.972,27082736
42606,CAVI,disease,0.998,27082736
42607,VEGF,gene,0.649,27082736
42608,VEGF,gene,0.591,27082736
42609,AMD,disease,1.0,27082736
42610,Patients,species,0.9844,27082298
42611,macular degeneration,disease,1.0,27082298
42612,AMD,disease,1.0,27082298
42613,patients,species,0.9644,27082298
42614,late AMD,disease,0.9995,27082298
42615,exudative AMD,disease,1.0,27082298
42616,AMD,disease,0.897,27082298
42617,nonexudative AMD,disease,1.0,27082298
42618,neovascular AMD,disease,1.0,27082298
42619,ranibizumab,gene,0.899,27082298
42620,aflibercept,gene,0.9697,27082298
42621,bevacizumab,gene,0.7744,27082298
42622,RPE,cell_type,0.4324,27082298
42623,geographic atrophy,disease,1.0,27082298
42624,GA,disease,1.0,27082298
42625,macular neovascularization,disease,1.0,27082298
42626,MNV,disease,1.0,27082298
42627,patients,species,0.9814,27082298
42628,neovascular AMD,disease,1.0,27082298
42629,MNV,disease,0.9995,27082298
42630,participants,species,0.9814,27082298
42631,MNV,disease,1.0,27082298
42632,GA,disease,,27082298
42633,MNV,disease,0.9995,27082298
42634,GA,disease,,27082298
42635,MNV,disease,1.0,27082298
42636,AMD,disease,0.9863,27082298
42637,Patients,species,0.98,27082298
42638,AMD,disease,0.8965,27082298
42639,drusen,disease,0.5474,27082298
42640,AMD,disease,0.891,27082298
42641,MNV,disease,0.924,27082298
42642,late AMD,disease,0.619,27082298
42643,ranibizumab,gene,0.527,27081372
42644,aflibercept,gene,0.968,27081372
42645,patients,species,0.9844,27081372
42646,ranibizumab,gene,0.5073,27081372
42647,aflibercept,gene,0.9604,27081372
42648,patients,species,0.982,27081372
42649,visual impairment,disease,1.0,27081372
42650,diabetic macular edema,disease,1.0,27081372
42651,DME,disease,1.0,27081372
42652,ranibizumab,gene,0.7314,27081372
42653,aflibercept,gene,0.6714,27081372
42654,DME,disease,0.9976,27081372
42655,Patients,species,0.9775,27081372
42656,DME,disease,0.997,27081372
42657,aflibercept,gene,0.801,27081372
42658,visual impairment,disease,1.0,27081372
42659,aflibercept,gene,0.9824,27081372
42660,ranibizumab,gene,0.641,27081372
42661,aflibercept,gene,0.901,27081372
42662,DME,disease,1.0,27081372
42663,ranibizumab,gene,0.87,27081372
42664,visual impairment,disease,1.0,27081372
42665,DME,disease,1.0,27081372
42666,VEGF-A,gene,0.729,27079208
42667,retinal pigment epithelial cells,cell_type,0.913,27079208
42668,age-related macular degeneration,disease,1.0,27079208
42669,VEGF,gene,0.993,27079208
42670,VEGF,gene,0.7144,27079208
42671,neovascular diseases of the eyes,disease,0.9946,27079208
42672,VEGF-A,gene,0.5396,27079208
42673,ranibizumab,gene,0.849,27079208
42674,aflibercept,gene,0.979,27079208
42675,VEGF,DNA,0.4856,27079208
42676,VEGF family members,gene,0.9756,27079208
42677,retinal pigment epithelial cells,cell_type,0.91,27079208
42678,RPE,cell_line,0.8516,27079208
42679,ARPE-19 cells,cell_line,0.848,27079208
42680,ranibizumab,gene,0.8003,27079208
42681,aflibercept,gene,0.963,27079208
42682,VEGF-A,gene,0.998,27079208
42683,VEGF-B,gene,0.998,27079208
42684,VEGF-C,gene,0.9985,27079208
42685,placental growth factor,gene,0.9976,27079208
42686,PlGF,gene,0.993,27079208
42687,Ranibizumab,gene,0.915,27079208
42688,aflibercept,gene,0.9746,27079208
42689,ARPE-19,cell_line,0.848,27079208
42690,ARPE,cell_type,0.822,27079208
42691,Ranibizumab,gene,0.835,27079208
42692,VEGF-A,gene,0.9976,27079208
42693,PlGF,gene,0.986,27079208
42694,VEGF-C,gene,0.997,27079208
42695,PlGF,gene,0.9907,27079208
42696,Aflibercept,gene,0.9756,27079208
42697,VEGF-A,gene,0.997,27079208
42698,PlGF,gene,0.994,27079208
42699,VEGF-C,gene,0.998,27079208
42700,VEGF-B,gene,0.9937,27079208
42701,Ranibizumab,gene,0.8384,27079208
42702,aflibercept,gene,0.97,27079208
42703,VEGF,gene,0.995,27079208
42704,VEGF-A,gene,0.9956,27079208
42705,RPE cells,cell_type,0.4875,27079208
42706,VEGF-A,gene,0.9917,27079208
42707,bevacizumab,gene,0.75,27079204
42708,aflibercept,gene,0.984,27079204
42709,patients,species,0.9663,27079204
42710,neovascular age-related macular degeneration,disease,1.0,27079204
42711,AMD,disease,1.0,27079204
42712,aflibercept,gene,0.9844,27079204
42713,VEGF Trap-Eye,gene,0.968,27079204
42714,bevacizumab,gene,0.7544,27079204
42715,bevacizumab,gene,0.7944,27079204
42716,aflibercept,gene,0.7812,27079204
42717,aflibercept,gene,0.954,27079204
42718,bevacizumab,gene,0.865,27079204
42719,aflibercept,gene,0.987,27079204
42720,bevacizumab,gene,0.604,27079204
42721,aflibercept,gene,0.9688,27079204
42722,bevacizumab,gene,0.749,27079204
42723,aflibercept,gene,0.9834,27079204
42724,bevacizumab,gene,0.7305,27079204
42725,neovascular AMD,disease,1.0,27079204
42726,bevacizumab,gene,0.8237,27079204
42727,aflibercept,gene,0.9688,27079204
42728,bevacizumab,gene,0.8115,27079204
42729,aflibercept,gene,0.9907,27079204
42730,RETINAL PIGMENT EPITHELIAL DETACHMENT,disease,0.9937,27078613
42731,retinal pigment epithelial detachment,disease,1.0,27078613
42732,PED,disease,1.0,27078613
42733,neovascular age-related macular degeneration,disease,1.0,27078613
42734,ziv-aflibercept,gene,0.9927,27078613
42735,Zaltrap,gene,0.8115,27078613
42736,woman,species,0.9033,27078613
42737,neovascular age-related macular degeneration,disease,1.0,27078613
42738,PED,disease,0.9966,27078613
42739,bevacizumab,gene,0.812,27078613
42740,ranibizumab,gene,0.566,27078613
42741,verteporfin,drug,0.9985,27078613
42742,ziv-aflibercept,gene,0.987,27078613
42743,patient,species,0.9717,27078613
42744,bevacizumab,gene,0.773,27078613
42745,ranibizumab,gene,0.532,27078613
42746,PED,DNA,0.5156,27078613
42747,ziv-aflibercept,gene,0.984,27078613
42748,PED,disease,0.8105,27078613
42749,ziv-aflibercept,gene,0.9873,27078613
42750,PED,disease,0.999,27078613
42751,ziv-aflibercept,gene,0.988,27078613
42752,neovascular age-related macular degeneration,disease,1.0,27078613
42753,aflibercept,gene,0.951,27078613
42754,Eylea,gene,0.8203,27078613
42755,aflibercept,gene,0.9854,27075236
42756,fluorouracil,drug,1.0,27075236
42757,leucovorin,drug,0.9985,27075236
42758,fluorouracil,drug,0.9995,27075236
42759,leucovorin,drug,0.999,27075236
42760,irinotecan,drug,0.9976,27075236
42761,FOLFIRI,drug,0.856,27075236
42762,aflibercept,gene,0.973,27075236
42763,patients,species,0.9565,27075236
42764,metastatic colorectal cancer,disease,1.0,27075236
42765,mCRC,disease,1.0,27075236
42766,oxaliplatin,drug,1.0,27075236
42767,mCRC,disease,0.999,27075236
42768,patients,species,0.9897,27075236
42769,aflibercept,gene,0.9365,27075236
42770,Patient,species,0.978,27075236
42771,patients,species,0.974,27075236
42772,patients,species,0.9775,27075236
42773,patients,species,0.9937,27075236
42774,patients,species,0.995,27075236
42775,leucopenia,disease,1.0,27075236
42776,anemia,disease,0.9995,27075236
42777,fatigue,disease,0.9976,27075236
42778,neutropenia,disease,1.0,27075236
42779,neutropenic complications,disease,1.0,27075236
42780,FOLFIRI,drug,0.9404,27075236
42781,aflibercept,gene,0.993,27075236
42782,patients,species,0.939,27075236
42783,mCRC,disease,0.985,27075236
42784,FOLFIRI,drug,0.9834,27075236
42785,aflibercept,gene,0.9897,27075236
42786,patients,species,0.927,27075236
42787,mCRC,disease,0.933,27075236
42788,oxaliplatin,drug,0.9995,27075236
42789,Osteonecrosis of jaw,disease,1.0,27074901
42790,Osteonecrosis of the jaw,disease,1.0,27074901
42791,ONJ,disease,1.0,27074901
42792,cancer,disease,1.0,27074901
42793,patients,species,0.989,27074901
42794,ONJ,disease,1.0,27074901
42795,Bisphosphonate,drug,0.9995,27074901
42796,Bisphosphonate-Related Osteonecrosis of the Jaw,disease,1.0,27074901
42797,Bisphosphonate,drug,0.923,27074901
42798,BRONJ,disease,1.0,27074901
42799,ONJ,disease,1.0,27074901
42800,Medication-Related Osteonecrosis of the Jaw,disease,1.0,27074901
42801,MRONJ,disease,1.0,27074901
42802,ONJ,disease,1.0,27074901
42803,BRONJ,disease,1.0,27074901
42804,BRONJ,disease,1.0,27074901
42805,ONJ,disease,1.0,27074901
42806,ONJ,disease,0.998,27074901
42807,Diabetic Macular,disease,0.9995,27065368
42808,Aflibercept,gene,0.9424,27061020
42809,Ranibizumab,gene,0.888,27061020
42810,ranibizumab,gene,0.673,27061020
42811,RBZ,drug,0.922,27061020
42812,patients,species,0.986,27061020
42813,neovascular (&,disease,0.9995,27061020
42814,wAMD,disease,1.0,27061020
42815,RBZ,drug,0.941,27061020
42816,aflibercept,gene,0.73,27061020
42817,AFL,gene,0.98,27061020
42818,RBZ,drug,0.9653,27061020
42819,RBZ,drug,0.9893,27061020
42820,wAMD,disease,0.9995,27061020
42821,RBZ q4,DNA,0.602,27061020
42822,RBZ,drug,0.5493,27061020
42823,RBZ PRN,DNA,0.4714,27061020
42824,RBZ q4,DNA,0.626,27061020
42825,RBZ PRN,drug,0.893,27061020
42826,RBZ,DNA,0.5117,27061020
42827,RBZ,drug,0.919,27061020
42828,RBZ,drug,0.8105,27061020
42829,AFL,drug,0.8237,27061020
42830,RBZ,drug,0.8984,27061020
42831,AFL,drug,0.994,27061020
42832,RBZ PRN,drug,0.937,27061020
42833,metastatic Colorectal cancer,disease,0.9976,27057810
42834,cancer,disease,1.0,27057810
42835,patients,species,0.9873,27057810
42836,patients,species,0.994,27057810
42837,tumors,disease,0.9995,27057810
42838,metastatic colorectal cancer,disease,0.9995,27057810
42839,mCRC,disease,1.0,27057810
42840,5-fluorouracil,drug,0.999,27057810
42841,5-FU,drug,0.999,27057810
42842,patients,species,0.95,27057810
42843,mCRC,disease,0.9907,27057810
42844,irinotecan,drug,0.9995,27057810
42845,oxaliplatin,drug,0.9995,27057810
42846,capecitabine,drug,0.9995,27057810
42847,humanized,species,0.58,27057810
42848,vascular endothelial growth factor,gene,0.997,27057810
42849,bevacizumab,gene,0.797,27057810
42850,aflibercept,gene,0.926,27057810
42851,epidermal growth factor receptor,gene,0.996,27057810
42852,cetuximab,gene,0.9336,27057810
42853,panitumumab,gene,0.8813,27057810
42854,regorafenib,drug,0.936,27057810
42855,trifluridine,drug,0.996,27057810
42856,tipiracil,drug,0.9966,27057810
42857,mCRC,disease,0.9463,27057810
42858,oxaliplatin,drug,0.9995,27057810
42859,irinotecan,drug,0.9985,27057810
42860,5-FU,drug,0.996,27057810
42861,patient,species,0.9795,27057810
42862,mCRC,disease,0.998,27057810
42863,mCRC,disease,0.967,27057810
42864,patients,species,0.979,27057810
42865,mCRC,disease,0.979,27057810
42866,Metastatic Colorectal Cancer,disease,0.9995,27057668
42867,Colorectal cancer,disease,1.0,27057668
42868,CRC,disease,1.0,27057668
42869,patients,species,0.986,27057668
42870,CRC,disease,0.9985,27057668
42871,patients,species,0.965,27057668
42872,metastatic CRC,disease,0.9995,27057668
42873,mCRC,disease,1.0,27057668
42874,mCRC,disease,0.916,27057668
42875,irinotecan,drug,0.9927,27057668
42876,oxaliplatin,drug,1.0,27057668
42877,capecitabine,drug,0.9995,27057668
42878,fluoropyrimidine,drug,0.9995,27057668
42879,5-fluorouracil,drug,0.9995,27057668
42880,capecitabine,drug,0.999,27057668
42881,oxaliplatin,drug,0.9995,27057668
42882,irinotecan,drug,0.999,27057668
42883,mCRC,disease,0.722,27057668
42884,mCRC,disease,0.7227,27057668
42885,vascular endothelial growth factor receptor,gene,0.998,27057668
42886,bevacizumab,gene,0.8105,27057668
42887,ziv-aflibercept,gene,0.968,27057668
42888,epidermal growth factor receptor,gene,0.997,27057668
42889,cetuximab,gene,0.9297,27057668
42890,panitumumab,gene,0.8657,27057668
42891,mCRC,disease,0.6353,27057668
42892,Aflibercept,gene,0.9424,27049000
42893,Neovascular Age-Related Macular Degeneration,disease,1.0,27049000
42894,aflibercept,gene,0.978,27049000
42895,neovascular macular degeneration,disease,1.0,27049000
42896,intraretinal or subretinal fluid,disease,0.9985,27049000
42897,aflibercept,gene,0.9854,27049000
42898,aflibercept,gene,0.9805,27049000
42899,pigment epithelial detachment,disease,0.7456,27049000
42900,aflibercept,gene,0.9863,27049000
42901,Aflibercept,gene,0.922,27049000
42902,bevacizumab,gene,0.7114,27049000
42903,choroidal neovascular membrane,disease,1.0,27049000
42904,Pigment,cell_line,0.4631,27048998
42905,Pigment Epithelial Detachment,disease,0.9985,27048998
42906,Vascular Endothelial Growth Factor,gene,0.9336,27048998
42907,Age-Related Macular Degeneration,disease,1.0,27048998
42908,pigment epithelial detachment,disease,0.997,27048998
42909,PED,disease,0.9976,27048998
42910,vascular endothelial growth factor,gene,0.9937,27048998
42911,VEGF,gene,0.992,27048998
42912,neovascular age-related macular degeneration,disease,0.9995,27048998
42913,nAMD,disease,1.0,27048998
42914,PED,disease,1.0,27048998
42915,nAMD,disease,1.0,27048998
42916,PED,disease,0.993,27048998
42917,ranibizumab,gene,0.8745,27048998
42918,aflibercept,gene,0.969,27048998
42919,PED,disease,1.0,27048998
42920,PED,disease,0.4746,27048998
42921,PED,disease,0.963,27048998
42922,polypoidal choroidal vasculopathy,disease,1.0,27048998
42923,retinal angiomatous proliferation,disease,1.0,27048998
42924,nAMD,disease,1.0,27048998
42925,serous PED,disease,0.991,27048998
42926,fibrovascular PED,disease,0.969,27048998
42927,aflibercept,gene,0.993,27048998
42928,ranibizumab,gene,0.8726,27048998
42929,PEDs,disease,0.9985,27048998
42930,nAMD,disease,1.0,27048998
42931,anti-VEGF,gene,0.948,27048998
42932,VEGF,gene,0.7964,27048998
42933,PED,disease,0.9995,27048998
42934,PED,disease,1.0,27048998
42935,nAMD,disease,1.0,27048998
42936,PED,disease,0.981,27048998
42937,VEGF,gene,0.7437,27048998
42938,PED,disease,0.9995,27048998
42939,VEGF,gene,0.7295,27046391
42940,Age-Related Macular Degeneration,disease,1.0,27046391
42941,vascular endothelial growth factor,gene,0.9824,27046391
42942,VEGF,gene,0.9956,27046391
42943,neovascular age-related macular degeneration,disease,1.0,27046391
42944,AMD,disease,1.0,27046391
42945,VEGF,gene,0.937,27046391
42946,ocular hypertension,disease,0.9985,27046391
42947,OHT,disease,1.0,27046391
42948,OHT,drug,0.5796,27046391
42949,anti-VEGF,gene,0.959,27046391
42950,OHT,disease,1.0,27046391
42951,Neovascular Age-Related Macular Degeneration,disease,1.0,27042342
42952,Aflibercept,gene,0.932,27042342
42953,aflibercept,gene,0.9927,27042342
42954,neovascular age-related macular degeneration,disease,1.0,27042342
42955,AMD,disease,1.0,27042342
42956,ranibizumab,gene,0.8906,27042342
42957,bevacizumab,gene,0.6816,27042342
42958,aflibercept,gene,0.946,27042342
42959,neovascular AMD,disease,1.0,27042342
42960,aflibercept,gene,0.971,27042342
42961,aflibercept,gene,0.9395,27042342
42962,aflibercept,gene,0.9595,27042342
42963,aflibercept,gene,0.7583,27042342
42964,Aflibercept,gene,0.9717,27039822
42965,Fluorouracil,drug,0.999,27039822
42966,Leucovorin,drug,0.999,27039822
42967,Irinotecan,drug,0.9688,27039822
42968,Metastatic Colorectal Cancer,disease,1.0,27039822
42969,metastatic colorectal cancer,disease,1.0,27039822
42970,mCRC,disease,1.0,27039822
42971,aflibercept,gene,0.917,27039822
42972,Aflibercept,gene,0.645,27039822
42973,aflibercept,gene,0.891,27039822
42974,FOLFIRI,drug,0.976,27039822
42975,gastrointestinal toxicity,disease,0.8975,27039822
42976,diarrhea,disease,1.0,27039822
42977,mucositis,disease,1.0,27039822
42978,nausea,disease,0.9976,27039822
42979,Neutropenia,disease,1.0,27039822
42980,febrile neutropenia,disease,1.0,27039822
42981,Aflibercept,gene,0.9517,27039822
42982,Aflibercept,gene,0.9395,27039822
42983,FOLFIRI,drug,0.9785,27039822
42984,mCRC,disease,0.995,27039822
42985,vascular endo-thelial growth factor,gene,0.995,27034182
42986,ranibizumab,drug,0.878,27034182
42987,ranibizumab,drug,0.893,27034182
42988,aflibercept,gene,0.8193,27034182
42989,aflibercept,gene,0.959,27034182
42990,ranibizumab,gene,0.9834,27034182
42991,ophthalmologists,cell_type,0.5186,27034182
42992,Diabetic retinopathy,disease,1.0,27031563
42993,vascular endothelial growth factor,gene,0.9976,27031563
42994,diabetic macular oedema,disease,1.0,27031563
42995,Diabetic retinopathy,disease,1.0,27031563
42996,diabetes,disease,1.0,27031563
42997,blindness,disease,0.999,27031563
42998,diabetes,disease,1.0,27031563
42999,hypertension,disease,1.0,27031563
43000,hyperlipidaemia,disease,1.0,27031563
43001,Diabetic macular oedema,disease,1.0,27031563
43002,diabetic retinopathy,disease,1.0,27031563
43003,vascular endothelial growth factor,gene,0.9985,27031563
43004,VEGF,gene,0.995,27031563
43005,diabetes,disease,1.0,27031563
43006,vision loss,disease,0.9575,27031563
43007,diabetic macular oedema,disease,1.0,27031563
43008,VEGF,gene,0.9927,27031563
43009,diabetic macular oedema,disease,1.0,27031563
43010,VEGF,gene,0.9927,27031563
43011,VEGF,gene,0.9946,27031563
43012,diabetic macular oedema,disease,1.0,27031563
43013,VEGF,gene,0.994,27031563
43014,aflibercept,gene,0.9634,27031563
43015,bevacizumab,gene,0.857,27031563
43016,ranibizumab,gene,0.8315,27031563
43017,VEGF,gene,0.995,27031563
43018,ziv-aflibercept,gene,0.9785,27030277
43019,exudative age-related macular PURPOSE,disease,0.975,27030277
43020,epithelium cells,cell_type,0.698,27030277
43021,ziv-aflibercept,gene,0.983,27030277
43022,age-related macular degeneration,disease,1.0,27030277
43023,AMD,disease,1.0,27030277
43024,ziv-aflibercept,gene,0.9893,27030277
43025,patients,species,0.955,27030277
43026,wet AMD,disease,0.997,27030277
43027,ziv-aflibercept,gene,0.9844,27030277
43028,intraocular inflammation,disease,0.999,27030277
43029,cataract,disease,1.0,27030277
43030,men,species,0.9785,27030277
43031,women,species,0.9814,27030277
43032,intraocular inflammation,disease,1.0,27030277
43033,ziv-aflibercept,gene,0.9717,27030277
43034,aflibercept,gene,0.988,27030277
43035,aflibercept,gene,0.9907,27030277
43036,Eylea,gene,0.7725,27030277
43037,Aflibercept,gene,0.891,29450330
43038,choroidal neovascularization,disease,1.0,29450330
43039,aflibercept,gene,0.9873,29450330
43040,choroidal neovascularization,disease,1.0,29450330
43041,CNV,disease,1.0,29450330
43042,bevacizumab,gene,0.637,29450330
43043,AVASTIN,gene,0.4265,29450330
43044,CNVs,disease,1.0,29450330
43045,bevacizumab,gene,0.8267,29450330
43046,aflibercept,gene,0.984,29450330
43047,CNVs,disease,1.0,29450330
43048,bevacizumab,gene,0.683,29450330
43049,AVASTIN,gene,0.4343,29450330
43050,aflibercept,gene,0.982,29450330
43051,CNV,disease,0.9907,29450330
43052,age related macular degeneration,disease,1.0,29450330
43053,angioid streaks,disease,1.0,29450330
43054,bevacizumab,gene,0.816,29450330
43055,AVASTIN,gene,0.4963,29450330
43056,bevacizumab,gene,0.7676,29450330
43057,aflibercept,gene,0.9893,29450330
43058,aflibercept,gene,0.9385,29450330
43059,CNV,disease,1.0,29450330
43060,VEGF,gene,0.568,29450330
43061,aflibercept,gene,0.971,29450330
43062,Ranibizumab,gene,0.9233,27027523
43063,Aflibercept,gene,0.9316,27027523
43064,Age-Related Macular Degeneration,disease,1.0,27027523
43065,aflibercept,gene,0.986,27027523
43066,ranibizumab,gene,0.518,27027523
43067,age-related macular degeneration,disease,1.0,27027523
43068,AMD,disease,1.0,27027523
43069,neovascular AMD,disease,1.0,27027523
43070,AMD,disease,1.0,27027523
43071,ranibizumab,gene,0.766,27027523
43072,ranibizumab,gene,0.9033,27027523
43073,aflibercept,gene,0.926,27027523
43074,ranibizumab,gene,0.919,27027523
43075,aflibercept,gene,0.9663,27027523
43076,intraocular inflammation,disease,0.993,27027523
43077,aflibercept,gene,0.985,27027523
43078,ranibizumab,gene,0.7295,27027523
43079,neovascular AMD,disease,1.0,27027523
43080,aflibercept,gene,0.9893,27027523
43081,Fc portion,gene,0.748,27027523
43082,inflammation,disease,0.9927,27027523
43083,Dll4,gene,0.9946,27009216
43084,Aflibercept,gene,0.9595,27009216
43085,Ovarian Tumor,disease,1.0,27009216
43086,Delta-like ligand 4,gene,0.9985,27009216
43087,Dll4,gene,0.998,27009216
43088,Notch ligands,gene,0.973,27009216
43089,ovarian cancer,disease,1.0,27009216
43090,tumors,disease,1.0,27009216
43091,VEGF,gene,0.9146,27009216
43092,VEGF,gene,0.7876,27009216
43093,ovarian cancer,disease,1.0,27009216
43094,Dll4,gene,0.9985,27009216
43095,Fc,gene,0.844,27009216
43096,anti-Dll4 antibodies,gene,0.9663,27009216
43097,murine,species,0.9927,27009216
43098,REGN1035,gene,0.4343,27009216
43099,human,species,0.999,27009216
43100,Dll4,gene,0.9956,27009216
43101,aflibercept,gene,0.9688,27009216
43102,mouse,species,0.9595,27009216
43103,ovarian cancer,disease,1.0,27009216
43104,Dll4,gene,0.997,27009216
43105,VEGF,gene,0.9966,27009216
43106,tumor,disease,1.0,27009216
43107,Dll4,gene,0.993,27009216
43108,VEGF,gene,0.998,27009216
43109,Dll4,gene,0.9956,27009216
43110,murine,species,0.9355,27009216
43111,REGN1035,drug,0.835,27009216
43112,ovarian cancer,disease,1.0,27009216
43113,A2780 model,cell_line,0.8276,27009216
43114,REGN1035,drug,0.999,27009216
43115,murine Dll4,gene,0.974,27009216
43116,murine,species,0.997,27009216
43117,REGN421,drug,0.997,27009216
43118,human Dll4,gene,0.9814,27009216
43119,human,species,0.999,27009216
43120,aflibercept,gene,0.9463,27009216
43121,Dll4,gene,0.995,27009216
43122,REGN1035,drug,0.997,27009216
43123,aflibercept,gene,0.973,27009216
43124,docetaxel,drug,0.9966,27009216
43125,aflibercept,gene,0.6206,27009216
43126,REGN1035,drug,0.999,27009216
43127,aflibercept,gene,0.9644,27009216
43128,tumor cells,cell_type,0.8413,27009216
43129,tumor,disease,0.9995,27009216
43130,GATA3,gene,0.9937,27009216
43131,tumor stroma,cell_type,0.4988,27009216
43132,tumor,disease,0.998,27009216
43133,mice,species,0.9277,27009216
43134,REGN1035,drug,0.999,27009216
43135,docetaxel,drug,0.999,27009216
43136,aflibercept,gene,0.97,27009216
43137,tumor,disease,1.0,27009216
43138,Dll4,gene,0.9946,27009216
43139,VEGF,gene,0.9956,27009216
43140,Colorectal cancer,disease,1.0,27002945
43141,solid tumors,disease,1.0,27002945
43142,patients,species,0.97,27002945
43143,patients,species,0.993,27002945
43144,oxaliplatin,drug,0.9995,27002945
43145,FOLFOX,drug,0.8867,27002945
43146,CapOx,drug,0.991,27002945
43147,FOLFOXIRI,drug,0.7935,27002945
43148,oxaliplatin,drug,1.0,27002945
43149,bevacizumab,gene,0.9204,27002945
43150,metastatic colorectal,disease,0.9976,27002945
43151,cetuximab,gene,0.75,27002945
43152,ziv-aflibercept,gene,0.9824,27002945
43153,regorafenib,drug,0.941,27002945
43154,patient,species,0.9634,27002945
43155,tumor,disease,0.8564,27002945
43156,metastatic colorectal cancer,disease,1.0,27002945
43157,RAS,gene,0.996,27002945
43158,BRAF,gene,0.999,27002945
43159,aflibercept,gene,0.9556,26995074
43160,AMD,disease,1.0,26995074
43161,age-related macular degeneration,disease,1.0,26995074
43162,legal blindness,disease,1.0,26995074
43163,VEGF,gene,0.926,26995074
43164,neovascular AMD,disease,1.0,26995074
43165,Ranibizumab,gene,0.9146,26995074
43166,aflibercept,gene,0.9824,26995074
43167,aflibercept,gene,0.976,26995074
43168,AMD,disease,1.0,26995074
43169,patients,species,0.952,26995074
43170,neovascular AMD,disease,1.0,26995074
43171,aflibercept,gene,0.9805,26995074
43172,patients,species,0.9805,26995074
43173,patients,species,0.9844,26995074
43174,patients,species,0.987,26995074
43175,patients,species,0.9893,26995074
43176,ranibizumab,gene,0.6875,26995074
43177,patients,species,0.958,26995074
43178,ETDRS,DNA,0.519,26995074
43179,aflibercept,gene,0.9224,26995074
43180,ranibizumab,gene,0.8477,26994110
43181,aflibercept,gene,0.975,26994110
43182,ranibizumab,gene,0.655,26994110
43183,aflibercept,gene,0.95,26994110
43184,neovascular age-related macular degeneration,disease,0.993,26994110
43185,nAMD,disease,1.0,26994110
43186,nAMD,disease,1.0,26994110
43187,Retinal Blindness,disease,1.0,26994110
43188,ranibizumab,gene,0.544,26994110
43189,aflibercept,gene,0.9453,26994110
43190,ranibizumab,gene,0.6816,26994110
43191,aflibercept,gene,0.9404,26994110
43192,choroidal neovascular membrane,disease,1.0,26994110
43193,ranibizumab,gene,0.5327,26994110
43194,ranibizumab,gene,0.9307,26994110
43195,aflibercept,gene,0.9746,26994110
43196,ZIV,drug,0.8345,26991646
43197,DIABETIC MACULAR EDEMA,disease,1.0,26991646
43198,Diabetic macular edema,disease,1.0,26991646
43199,blindness,disease,0.998,26991646
43200,vascular endothelial growth factor,gene,0.9937,26991646
43201,ziv-aflibercept,gene,0.9795,26991646
43202,diabetic macular edema,disease,1.0,26991646
43203,diabetic,disease,1.0,26991646
43204,macular edema,disease,1.0,26991646
43205,ziv-aflibercept,gene,0.9575,26991646
43206,ziv-aflibercept,gene,0.966,26991646
43207,ziv-aflibercept,gene,0.985,26991646
43208,ziv-aflibercept,gene,0.99,26991646
43209,diabetic macular edema,disease,1.0,26991646
43210,Vascular endothelial growth factor,gene,0.997,26985834
43211,Myopic choroidal neovascularization,disease,1.0,26985834
43212,CNV,disease,1.0,26985834
43213,CNV,disease,1.0,26985834
43214,visual loss,disease,0.992,26985834
43215,myopia,disease,0.887,26985834
43216,vascular endothelial growth factor,gene,0.9976,26985834
43217,VEGF,gene,0.997,26985834
43218,myopia,disease,1.0,26985834
43219,high myopia,disease,1.0,26985834
43220,myopic CNV,disease,1.0,26985834
43221,VEGF,gene,0.5903,26985834
43222,ranibizumab,gene,0.9204,26985834
43223,aflibercept,gene,0.9653,26985834
43224,myopic CNV,disease,1.0,26985834
43225,myopic CNV,disease,1.0,26985834
43226,VEGF,gene,0.9927,26985834
43227,ranibizumab,gene,0.9287,26985834
43228,aflibercept,gene,0.956,26985834
43229,myopic CNV,disease,1.0,26985834
43230,age-related macular degeneration,disease,1.0,26985834
43231,myopic CNV,disease,1.0,26985834
43232,visual loss,disease,0.9385,26985834
43233,chorioretinal atrophy,disease,1.0,26985834
43234,Aflibercept,gene,0.901,26985798
43235,Exudative Age-Related Macular,disease,0.999,26985798
43236,aflibercept,gene,0.983,26985798
43237,Eylea; Regeneron,gene,0.6523,26985798
43238,patients,species,0.9717,26985798
43239,exudative age-related macular degeneration,disease,1.0,26985798
43240,AMD,disease,1.0,26985798
43241,PATIENTS,species,0.967,26985798
43242,patients,species,0.9707,26985798
43243,bevacizumab,gene,0.747,26985798
43244,Avastin,gene,0.7754,26985798
43245,Lucentis,gene,0.727,26985798
43246,pigment epithelial detachment,disease,1.0,26985798
43247,PED,disease,0.9995,26985798
43248,aflibercept,gene,0.962,26985798
43249,aflibercept,gene,0.9497,26985798
43250,exudative AMD,disease,0.959,26985798
43251,vascular endothelial growth factor,gene,0.9126,26985798
43252,patients,species,0.9805,26985797
43253,neovascular age-related macular degeneration,disease,0.9995,26985797
43254,PATIENTS,species,0.97,26985797
43255,aflibercept,gene,0.9795,26985797
43256,Eylea;,gene,0.821,26985797
43257,Rq4,DNA,0.9136,26985797
43258,2q4,DNA,0.8604,26985797
43259,2q8,DNA,0.8667,26985797
43260,2q4,DNA,0.8193,26985797
43261,2q8,DNA,0.7905,26985797
43262,Rq4,DNA,0.8525,26985797
43263,Aflibercept,gene,0.9863,26982640
43264,age-related macular degeneration,disease,1.0,26982640
43265,neovascular age-related macular degeneration,disease,1.0,26982640
43266,NV-AMD,disease,1.0,26982640
