,node,betweenness,gene
5265,glycoprotein 130 family,0.0,glycoprotein 130 family
5266,IL-11,0.0,IL-11
5267,chemokine gene MIP2-alpha,0.0,chemokine gene MIP2-alpha
5268,EGR1,0.0,EGR1
5269,ETR101,0.0,ETR101
5270,FRA1,0.0,FRA1
5271,c-jun,0.0,c-jun
5272,IEX-1L,0.0,IEX-1L
5274,ICER,0.0,ICER
5164,C/EBP beta,0.0,C/EBP beta
5162,C/,0.0,C/
5005,IFN regulatory factor-8,0.0,IFN regulatory factor-8
5064,GEMM,0.0,GEMM
5047,suppressor of cytokine signaling (SOCS)-1,0.0,suppressor of cytokine signaling (SOCS)-1
5048,1R-associated kinase-M,0.0,1R-associated kinase-M
5049,SHIP-1,0.0,SHIP-1
5050,IkappaB-alpha,0.0,IkappaB-alpha
5052,Tollip in,0.0,Tollip in
5053,MD-2,0.0,MD-2
5054,NF-kappaB,0.0,NF-kappaB
5056,TLR5,0.0,TLR5
5057,Tlr5-/-,0.0,Tlr5-/-
5059,GATA factors,0.0,GATA factors
5060,Gata1(-,0.0,Gata1(-
5062,POU5F1,0.0,POU5F1
5063,CD43,0.0,CD43
5065,CD235a,0.0,CD235a
5045,alpha and Armadillo motif-containing molecule,0.0,alpha and Armadillo motif-containing molecule
5066,CD41a,0.0,CD41a
5068,vitamin D receptor,0.0,vitamin D receptor
5069,VDR,0.0,VDR
5070,chemokine CCL22,0.0,chemokine CCL22
5071,CD300LF,0.0,CD300LF
5072,CYP24A1,0.0,CYP24A1
5074,MLLgnant,0.0,MLLgnant
5075,MLL gene,0.0,MLL gene
5079,FLT3-kinase,0.0,FLT3-kinase
5080,FLT3 tyrosine kinase,0.0,FLT3 tyrosine kinase
5081,FLT3 receptor,0.0,FLT3 receptor
5082,anti-apoptotic myeloid cell leukemia 1 protein,0.0,anti-apoptotic myeloid cell leukemia 1 protein
5083,MCL-,0.0,MCL-
5046,SARM,0.0,SARM
5044,SIKE,0.0,SIKE
5161,C/EBP alpha,0.0,C/EBP alpha
5026,Gadd45alpha,0.0,Gadd45alpha
5006,Cxcl10 genes,0.0,Cxcl10 genes
5008,B and T cell receptors,0.0,B and T cell receptors
5011,AML1-,0.0,AML1-
5013,Rosa26 reporter,0.0,Rosa26 reporter
5016,HIF-1alpha,0.0,HIF-1alpha
5017,hypoxia-inducible factor-1alpha,0.0,hypoxia-inducible factor-1alpha
5018,pyruvate dehydrogenase complex,0.0,pyruvate dehydrogenase complex
5020,GPI,0.0,GPI
5022,ATM,0.0,ATM
5023,Histone deacetylase,0.0,Histone deacetylase
5024,Ataxia-telangiectasia mutated,0.0,Ataxia-telangiectasia mutated
5025,Gadd45 genes,0.0,Gadd45 genes
5027,ATM(+),0.0,ATM(+)
5043,suppressor of IkappaB kinase-epsilon,0.0,suppressor of IkappaB kinase-epsilon
5028,ATM(,0.0,ATM(
5029,kinase-dead ATM,0.0,kinase-dead ATM
5030,Gadd45,0.0,Gadd45
5033,loxP,0.0,loxP
5034,Gr-1(+),0.0,Gr-1(+)
5036,IFN-beta,0.0,IFN-beta
5037,Toll-IL-1R,0.0,Toll-IL-1R
5038,TANK binding kinase (,0.0,TANK binding kinase (
5039,TBK)1,0.0,TBK)1
5040,TBK1 kinase,0.0,TBK1 kinase
5041,IFN regulatory factor (IRF)-3,0.0,IFN regulatory factor (IRF)-3
5042,RANTES,0.0,RANTES
5084,MCL-1 protein,0.0,MCL-1 protein
5085,GRB-2,0.0,GRB-2
5086,FLT3_ITD627E receptor,0.0,FLT3_ITD627E receptor
5143,N1(EC),0.0,N1(EC)
5126,CCAAT/enhancer-binding-protein-alpha,0.0,CCAAT/enhancer-binding-protein-alpha
5127,B cell transcription factor Pax5,0.0,B cell transcription factor Pax5
5129,ATI,0.0,ATI
5130,PML),0.0,PML)
5131,retinoic acid receptor alpha,0.0,retinoic acid receptor alpha
5132,RARalpha,0.0,RARalpha
5133,Aquaglyceroporin 9,0.0,Aquaglyceroporin 9
5136,B-cell receptor,0.0,B-cell receptor
5137,beta-catenin,0.0,beta-catenin
5138,T-cell factor,0.0,T-cell factor
5140,Notch1 ectodomain,0.0,Notch1 ectodomain
5141,N1,0.0,N1
5142,N1(IC),0.0,N1(IC)
5144,CD4C/N1(EC,0.0,CD4C/N1(EC
5088,IL-10 receptor,0.0,IL-10 receptor
5145,Rag-/-,0.0,Rag-/-
5146,ROSA26,0.0,ROSA26
5147,CD4C,0.0,CD4C
5148,Tg,0.0,Tg
5149,Egr-1 gene,0.0,Egr-1 gene
5150,Jag1,0.0,Jag1
5151,FIII,0.0,FIII
5152,FXIII-A,0.0,FXIII-A
5153,MCP-5,0.0,MCP-5
5155,AE,0.0,AE
5156,truncated AE,0.0,truncated AE
5157,AE oncoprotein,0.0,AE oncoprotein
5159,Delta,0.0,Delta
5124,Deltex1,0.0,Deltex1
5123,EBF,0.0,EBF
5122,early B-cell factor,0.0,early B-cell factor
5121,myeloid-specific transcription factors,0.0,myeloid-specific transcription factors
5089,myeloid differentiation primary response gene-88,0.0,myeloid differentiation primary response gene-88
5090,tumor necrosis factor (TNF) receptor-1a,0.0,tumor necrosis factor (TNF) receptor-1a
5091,cyclooxygenase-2,0.0,cyclooxygenase-2
5092,prostaglandin EP2 and EP4 receptors,0.0,prostaglandin EP2 and EP4 receptors
5093,human leukocyte antigen,0.0,human leukocyte antigen
5095,C/EBP-epsilon activator and repressor isoforms,0.0,C/EBP-epsilon activator and repressor isoforms
5096,CCAAT enhancer-binding protein-epsilon,0.0,CCAAT enhancer-binding protein-epsilon
5097,C/EBP-epsilon,0.0,C/EBP-epsilon
5098,Human C/EBP-epsilon,0.0,Human C/EBP-epsilon
5099,C/EBP-epsilon(32/30) isoforms,0.0,C/EBP-epsilon(32/30) isoforms
5100,C/EBP-epsilon(27),0.0,C/EBP-epsilon(27)
5101,eosinophil promoters,0.0,eosinophil promoters
5102,C/EBP-epsilon(14,0.0,C/EBP-epsilon(14
5103,C/EBP-epsilon isoforms,0.0,C/EBP-epsilon isoforms
5104,C/EBP-epsilon(32/30),0.0,C/EBP-epsilon(32/30)
5105,interleukin-5,0.0,interleukin-5
5106,C/EBP-epsilon(27) isoform,0.0,C/EBP-epsilon(27) isoform
5107,C/EBP-epsilon(14) repressor isoform,0.0,C/EBP-epsilon(14) repressor isoform
5109,DNA methyltransferase enzymes,0.0,DNA methyltransferase enzymes
5110,DNA methyltransferases,0.0,DNA methyltransferases
5112,NFkappaB,0.0,NFkappaB
5113,DNMT,0.0,DNMT
5114,NFkappaB-activating kinase,0.0,NFkappaB-activating kinase
5115,IKKalpha/beta,0.0,IKKalpha/beta
5117,Pu.1,0.0,Pu.1
5118,csf1r,0.0,csf1r
5120,B-cell commitment transcription factor,0.0,B-cell commitment transcription factor
4678,TLR 9,0.0,TLR 9
4677,FLT3 ligand,0.0,FLT3 ligand
4676,granulocyte macrophage colony-stimulating factor,0.0,granulocyte macrophage colony-stimulating factor
4236,MDR1,0.0,MDR1
4217,Golgi-Associated plant Pathogenesis-Related protein,0.0,Golgi-Associated plant Pathogenesis-Related protein
4219,TMED7,0.0,TMED7
4220,TLR4 signaling complex,0.0,TLR4 signaling complex
4222,Cellular Bcl-2 Family Proteins,0.0,Cellular Bcl-2 Family Proteins
4223,cellular Mcl-1,0.0,cellular Mcl-1
4224,cellular integrins,0.0,cellular integrins
4225,growth factor receptor,0.0,growth factor receptor
4226,proapoptotic Bax,0.0,proapoptotic Bax
4227,Bax,0.0,Bax
4228,cellular Bcl-2 proteins,0.0,cellular Bcl-2 proteins
4230,CD206(+,0.0,CD206(+
4234,CDD,0.0,CDD
4235,multidrug resistance 1 gene,0.0,multidrug resistance 1 gene
4237,chemotherapy,0.0,chemotherapy
4215,Toll-Like Receptor 4,0.0,Toll-Like Receptor 4
4238,CTX-R,0.0,CTX-R
4239,multidrug resistance 1,0.0,multidrug resistance 1
4240,human CDD-cDNA,0.0,human CDD-cDNA
4241,human MDR1-cDNA,0.0,human MDR1-cDNA
4243,Muscleblind-like,0.0,Muscleblind-like
4244,MBNL,0.0,MBNL
4245,MBNL3,0.0,MBNL3
4246,CD44 transcript variant 3,0.0,CD44 transcript variant 3
4247,CD44v3,0.0,CD44v3
4248,humanized pan-CD44 monoclonal antibody,0.0,humanized pan-CD44 monoclonal antibody
4249,breakpoint cluster region - ABL proto-oncogene 1,0.0,breakpoint cluster region - ABL proto-oncogene 1
4250,nonreceptor tyrosine kinase,0.0,nonreceptor tyrosine kinase
4252,FLT3/ITD,0.0,FLT3/ITD
4216,TIRAP,0.0,TIRAP
4214,Type I Interferon,0.0,Type I Interferon
4170,ETS transcription factor motifs,0.0,ETS transcription factor motifs
4189,MOZ,0.0,MOZ
4172,FLI-1,0.0,FLI-1
4173,p300 histone acetyltransferase,0.0,p300 histone acetyltransferase
4174,histone H3K27,0.0,histone H3K27
4176,CD25(+,0.0,CD25(+
4177,cancer testis antigens,0.0,cancer testis antigens
4179,Krppel-like factor 4,0.0,Krppel-like factor 4
4180,zinc finger protein,0.0,zinc finger protein
4182,p38 mitogen-activated kinases,0.0,p38 mitogen-activated kinases
4183,p38/,0.0,p38/
4185,PRMT1,0.0,PRMT1
4186,KDM4C,0.0,KDM4C
4187,H4R3 methyltransferase,0.0,H4R3 methyltransferase
4188,H3K9 demethylase,0.0,H3K9 demethylase
4190,TIF2,0.0,TIF2
4213,GAPR-1,0.0,GAPR-1
4192,PU-1 gene,0.0,PU-1 gene
4195,PU.1 siRNAs,0.0,PU.1 siRNAs
4197,-globin,0.0,-globin
4198,CD14 gene,0.0,CD14 gene
4200,matrix metalloproteinase,0.0,matrix metalloproteinase
4201,anti-cytotoxic T lymphocyte antigen-4 antibody,0.0,anti-cytotoxic T lymphocyte antigen-4 antibody
4203,MMPI,0.0,MMPI
4204,anti-CTLA-4 antibody,0.0,anti-CTLA-4 antibody
4206,CTLA-4 antibody,0.0,CTLA-4 antibody
4208,Bruton Tyrosine Kinase,0.0,Bruton Tyrosine Kinase
4209,Bruton tyrosine kinase,0.0,Bruton tyrosine kinase
4210,FcR(+),0.0,FcR(+)
4212,Golgi-Associated Plant Pathogenesis-Related Protein,0.0,Golgi-Associated Plant Pathogenesis-Related Protein
4254,CCAAT/enhancer-binding protein-,0.0,CCAAT/enhancer-binding protein-
4255,C/EBP isoforms,0.0,C/EBP isoforms
4257,IFN--,0.0,IFN--
4312,myelo-specific gp91phox cassette,0.0,myelo-specific gp91phox cassette
4297,TIR domain-containing adapter,0.0,TIR domain-containing adapter
4298,interleukin-1R,0.0,interleukin-1R
4299,tumor necrosis factor receptor activator,0.0,tumor necrosis factor receptor activator
4300,nuclear factor-B-binding kinase-1,0.0,nuclear factor-B-binding kinase-1
4301,TGF--activated kinase 1,0.0,TGF--activated kinase 1
4302,interleukin-1R-associated kinase 1,0.0,interleukin-1R-associated kinase 1
4303,tumor necrosis factor receptor,0.0,tumor necrosis factor receptor
4305,TALEN,0.0,TALEN
4306,NOX2 locus,0.0,NOX2 locus
4307,gp91phox transgene,0.0,gp91phox transgene
4308,AAVS1-specific zinc-finger nucleases,0.0,AAVS1-specific zinc-finger nucleases
4309,ZFNs,0.0,ZFNs
4311,TALENs,0.0,TALENs
4313,gp91phox mRNA,0.0,gp91phox mRNA
4260,olfactomedin 4,0.0,olfactomedin 4
4314,myelo-specific gp91phox transgene,0.0,myelo-specific gp91phox transgene
4317,DNMTIs,0.0,DNMTIs
4319,paired box 5,0.0,paired box 5
4320,PAX-5,0.0,PAX-5
4322,TCF3,0.0,TCF3
4323,HLF,0.0,HLF
4324,PBX1,0.0,PBX1
4325,VPREB1,0.0,VPREB1
4326,PAX5 gene,0.0,PAX5 gene
4327,BCL2-specific,0.0,BCL2-specific
4329,Orphan Nuclear Receptor ERR,0.0,Orphan Nuclear Receptor ERR
4331,ERR,0.0,ERR
4332,NR3B1,0.0,NR3B1
4296,Toll-interleukin-1R domain-containing protein,0.0,Toll-interleukin-1R domain-containing protein
4295,CCL5 gene,0.0,CCL5 gene
4294,"tumor necrosis factor-, interleukin-6 mRNA",0.0,"tumor necrosis factor-, interleukin-6 mRNA"
4293,CXCL-8 mRNA,0.0,CXCL-8 mRNA
4261,OLFM4,0.0,OLFM4
4264,SV40LT,0.0,SV40LT
4265,VDJH,0.0,VDJH
4266,immunoglobulin (Ig),0.0,immunoglobulin (Ig)
4268,Steroid Receptor RNA Activator,0.0,Steroid Receptor RNA Activator
4269,SRA,0.0,SRA
4270,PRC2 Complexes,0.0,PRC2 Complexes
4271,steroid receptor RNA activator,0.0,steroid receptor RNA activator
4272,trithorax group,0.0,trithorax group
4273,polycomb repressive complex 2,0.0,polycomb repressive complex 2
4274,PRC2) complexes,0.0,PRC2) complexes
4275,SRA-associated RNA helicase,0.0,SRA-associated RNA helicase
4276,p68,0.0,p68
4277,TrxG complex,0.0,TrxG complex
4278,SRA binding sites,0.0,SRA binding sites
4279,PRC2 complexes,0.0,PRC2 complexes
4280,CTCF sites,0.0,CTCF sites
4281,lncRNA SRA,0.0,lncRNA SRA
4284,NADPH oxidase,0.0,NADPH oxidase
4285,CYBB,0.0,CYBB
4286,Flp recombinase,0.0,Flp recombinase
4288,Pellino-3,0.0,Pellino-3
4289,Pellino proteins,0.0,Pellino proteins
4290,Toll-like receptor 2,0.0,Toll-like receptor 2
4291,myeloid differentiation factor-2,0.0,myeloid differentiation factor-2
4292,Toll-like receptor 2/4,0.0,Toll-like receptor 2/4
4171,ETS factors,0.0,ETS factors
4169,orphan nuclear receptors,0.0,orphan nuclear receptors
4334,Esrra(-/-),0.0,Esrra(-/-)
4059,MicroRNA-148a,0.0,MicroRNA-148a
4036,miR-155 target transcripts,0.0,miR-155 target transcripts
4038,SIRT2,0.0,SIRT2
4039,PPP,0.0,PPP
4041,Yes-associated protein,0.0,Yes-associated protein
4042,MDSC,0.0,MDSC
4044,CD19 CAR,0.0,CD19 CAR
4045,CD19 B lineage receptor,0.0,CD19 B lineage receptor
4047,Ebf1,0.0,Ebf1
4050,VCAM,0.0,VCAM
4051,VLA-4,0.0,VLA-4
4054,IDH2 genes,0.0,IDH2 genes
4055,Mutant IDH enzymes,0.0,Mutant IDH enzymes
4056,dioxygenase,0.0,dioxygenase
4060,miR-148a,0.0,miR-148a
4034,RNA-induced silencing complex,0.0,RNA-induced silencing complex
4061,DNA methyltransferase (DNMT)1,0.0,DNA methyltransferase (DNMT)1
4062,suppressor of,0.0,suppressor of
4063,cytokine signaling (SOCS)1,0.0,cytokine signaling (SOCS)1
4064,DNMT1 gene,0.0,DNMT1 gene
4065,miR-148a inhibitor,0.0,miR-148a inhibitor
4066,miR-148ai,0.0,miR-148ai
4067,poly,0.0,poly
4068,148ai,0.0,148ai
4070,CD44v6,0.0,CD44v6
4071,CD44 variant isoform v6,0.0,CD44 variant isoform v6
4072,CD44v6kd,0.0,CD44v6kd
4073,Tspan8,0.0,Tspan8
4074,CIC,0.0,CIC
4035,RISC,0.0,RISC
4032,miR-150,0.0,miR-150
4168,NR4A subfamily,0.0,NR4A subfamily
4009,MIF,0.0,MIF
3993,MUC1,0.0,MUC1
3994,DNMT1 promoter,0.0,DNMT1 promoter
3995,CDH1,0.0,CDH1
3997,AIM2,0.0,AIM2
3998,EIF2AK2,0.0,EIF2AK2
3999,AIM2 inflammasomes,0.0,AIM2 inflammasomes
4002,TRAF3,0.0,TRAF3
4003,TNF receptor-associated factor 3,0.0,TNF receptor-associated factor 3
4004,Hexokinase 2,0.0,Hexokinase 2
4005,HXK2,0.0,HXK2
4006,Mcl,0.0,Mcl
4007,NF-B inducing kinase,0.0,NF-B inducing kinase
4010,CD33+,0.0,CD33+
4031,c-MYB,0.0,c-MYB
4011,PDL-1,0.0,PDL-1
4012,P-STAT3,0.0,P-STAT3
4015,"Indoleamine 2,3-dioxygenase",0.0,"Indoleamine 2,3-dioxygenase"
4016,programmed death receptor-1,0.0,programmed death receptor-1
4018,DNA repair gene,0.0,DNA repair gene
4020,OKSM(L,0.0,OKSM(L
4021,leukemic,0.0,leukemic
4023,STATe,0.0,STATe
4025,Colony stimulating factor-1,0.0,Colony stimulating factor-1
4026,CSF-,0.0,CSF-
4027,1R,0.0,1R
4028,anti-CSF-1R antibody,0.0,anti-CSF-1R antibody
4029,CTLA-,0.0,CTLA-
4076,GATA1 protein,0.0,GATA1 protein
4078,Histamine H2 Receptor,0.0,Histamine H2 Receptor
4079,histamine type-2 (H2) receptors,0.0,histamine type-2 (H2) receptors
4144,lactadherin,0.0,lactadherin
4128,CD122,0.0,CD122
4130,Mincle,0.0,Mincle
4131,tumour necrosis factor receptor 1,0.0,tumour necrosis factor receptor 1
4132,TNFR1,0.0,TNFR1
4133,CD95,0.0,CD95
4134,receptor-interacting protein (RIP)1,0.0,receptor-interacting protein (RIP)1
4135,RIP3,0.0,RIP3
4136,RIP1,0.0,RIP1
4137,cytoplasmic SAP130,0.0,cytoplasmic SAP130
4138,histone deacetylase complex,0.0,histone deacetylase complex
4139,SAP130,0.0,SAP130
4141,GATA3,0.0,GATA3
4142,Notch1 target gene DTX1,0.0,Notch1 target gene DTX1
4145,M2 gene,0.0,M2 gene
4080,H2 receptors,0.0,H2 receptors
4146,secreted phosphoprotein 1,0.0,secreted phosphoprotein 1
4148,thrombin,0.0,thrombin
4149,matrix metalloproteinase-3 and/or -7,0.0,matrix metalloproteinase-3 and/or -7
4150,MMP-3 and/or -7),0.0,MMP-3 and/or -7)
4152,cytosolic IDH1,0.0,cytosolic IDH1
4153,mitochondrial IDH2,0.0,mitochondrial IDH2
4154,Wild-type IDH,0.0,Wild-type IDH
4156,histone H3K4 methyltransferase,0.0,histone H3K4 methyltransferase
4157,EpiSC,0.0,EpiSC
4159,immunoglobulin heavy (,0.0,immunoglobulin heavy (
4162,HIF2,0.0,HIF2
4163,macrophage-colony stimulation factor,0.0,macrophage-colony stimulation factor
4167,ETS Factors,0.0,ETS Factors
4127,interleukin-2 receptor,0.0,interleukin-2 receptor
4126,cytotoxic T-lymphocyte antigen-4,0.0,cytotoxic T-lymphocyte antigen-4
4125,LTX-315,0.0,LTX-315
4123,LDL cholesterol,0.0,LDL cholesterol
4082,FOS,0.0,FOS
4084,Hi-MYC,0.0,Hi-MYC
4086,mixed-lineage leukemia 1,0.0,mixed-lineage leukemia 1
4087,MLL1 dimers,0.0,MLL1 dimers
4089,scavenger,0.0,scavenger
4090,anti-MARCO monoclonal antibody,0.0,anti-MARCO monoclonal antibody
4091,inhibitory Fc-receptor,0.0,inhibitory Fc-receptor
4092,FcRIIB,0.0,FcRIIB
4094,poly-,0.0,poly-
4095,NCF2,0.0,NCF2
4096,Granzyme B(+,0.0,Granzyme B(+
4098,K-ras-Mutant,0.0,K-ras-Mutant
4099,monoclonal anti-IL6 antibody,0.0,monoclonal anti-IL6 antibody
4100,Fizz 1,0.0,Fizz 1
4101,Mgl,0.0,Mgl
4105,MLL-AF9 fusion gene,0.0,MLL-AF9 fusion gene
4107,FasL,0.0,FasL
4109,GP33,0.0,GP33
4110,CD8R,0.0,CD8R
4111,IFN CXCL9 and 10,0.0,IFN CXCL9 and 10
4113,CXCL9 and 10,0.0,CXCL9 and 10
4115,glucose transporter (GLUT)-1,0.0,glucose transporter (GLUT)-1
4116,VEGF(myel),0.0,VEGF(myel)
4119,Foxp3 gene,0.0,Foxp3 gene
4120,Sf,0.0,Sf
4121,RAG2(-/-),0.0,RAG2(-/-)
4333,Tnfaip3,0.0,Tnfaip3
4336,CCR7 ligand,0.0,CCR7 ligand
4675,PD-1 ligands,0.0,PD-1 ligands
4576,haemoglobin F,0.0,haemoglobin F
4559,MYC mRNA,0.0,MYC mRNA
4560,Tim-3,0.0,Tim-3
4562,H3K79 methyltransferase,0.0,H3K79 methyltransferase
4563,homeobox genes,0.0,homeobox genes
4564,Dot1L,0.0,Dot1L
4566,CD45 gene,0.0,CD45 gene
4567,CD45 regulatory elements,0.0,CD45 regulatory elements
4568,DNase,0.0,DNase
4569,CD45 promoters,0.0,CD45 promoters
4571,GFP reporter,0.0,GFP reporter
4573,gamma and beta globins,0.0,gamma and beta globins
4574,CD144,0.0,CD144
4575,alpha globin,0.0,alpha globin
4577,HbF,0.0,HbF
4556,aldehyde dehydrogenase,0.0,aldehyde dehydrogenase
4578,HbA,0.0,HbA
4580,TAA ovalbumin,0.0,TAA ovalbumin
4582,Rag2,0.0,Rag2
4584,Run1t1,0.0,Run1t1
4585,Hlf,0.0,Hlf
4586,Prdm5,0.0,Prdm5
4587,Zfp37,0.0,Zfp37
4588,Mycn,0.0,Mycn
4590,CDH2,0.0,CDH2
4591,N-Cadherin,0.0,N-Cadherin
4592,IGFBP2,0.0,IGFBP2
4593,VEGFA,0.0,VEGFA
4557,RepSox,0.0,RepSox
4555,T cell immunoglobulin mucin-3,0.0,T cell immunoglobulin mucin-3
4518,IL-4R,0.0,IL-4R
4536,DNA-protein kinase catalytic subunit,0.0,DNA-protein kinase catalytic subunit
4520,chemokine ligand 2,0.0,chemokine ligand 2
4521,IL-4R(+,0.0,IL-4R(+
4522,IL-4R(+),0.0,IL-4R(+)
4524,LINE1,0.0,LINE1
4525,SINE B1,0.0,SINE B1
4526,SINE,0.0,SINE
4527,B1,0.0,B1
4529,type I and II interferon,0.0,type I and II interferon
4530,CD14(,0.0,CD14(
4532,NHEJ,0.0,NHEJ
4533,DNA ligase 4,0.0,DNA ligase 4
4534,LIG4,0.0,LIG4
4535,Artemis,0.0,Artemis
4537,PKcs,0.0,PKcs
4553,PGK promoter,0.0,PGK promoter
4538,DNA-PK,0.0,DNA-PK
4539,DNA-PKcs,0.0,DNA-PKcs
4541,Brn4,0.0,Brn4
4542,Mixed lineage leukemia-1,0.0,Mixed lineage leukemia-1
4543,Pou3f4,0.0,Pou3f4
4544,Mll1-dependent genes,0.0,Mll1-dependent genes
4546,MGMT,0.0,MGMT
4547,A2UCOE,0.0,A2UCOE
4548,O(6)-methylguanine DNA methyltransferase,0.0,O(6)-methylguanine DNA methyltransferase
4549,MGMT(P140K)-cDNA,0.0,MGMT(P140K)-cDNA
4550,PGK-,0.0,PGK-
4551,PGK,0.0,PGK
4552,SFFV promoters,0.0,SFFV promoters
4595,Erythropoietin,0.0,Erythropoietin
4597,Epo,0.0,Epo
4599,histone H1,0.0,histone H1
4656,DC-SIGN,0.0,DC-SIGN
4639,Erk,0.0,Erk
4640,vascular endothelial growth factor receptor-2,0.0,vascular endothelial growth factor receptor-2
4641,VEGFR-2,0.0,VEGFR-2
4642,Erk proteins,0.0,Erk proteins
4644,HER-2,0.0,HER-2
4646,human mixed-lineage leukemia-,0.0,human mixed-lineage leukemia-
4648,chemokine receptor CCR7,0.0,chemokine receptor CCR7
4649,matrix-metalloproteinase MMP-9,0.0,matrix-metalloproteinase MMP-9
4650,nuclear factor kappaB,0.0,nuclear factor kappaB
4651,NF-jB,0.0,NF-jB
4652,IL-6 antibodies,0.0,IL-6 antibodies
4653,CD83(+,0.0,CD83(+
4654,anti-IL-6 antibodies,0.0,anti-IL-6 antibodies
4657,mfa-1 fimbriae,0.0,mfa-1 fimbriae
4600,peptidylarginine deiminases,0.0,peptidylarginine deiminases
4658,secondary lymphoid organ (SLO,0.0,secondary lymphoid organ (SLO
4660,Neuraminidase,0.0,Neuraminidase
4661,neuraminidase,0.0,neuraminidase
4663,recombinant Bcl-2,0.0,recombinant Bcl-2
4665,soluble egg antigens,0.0,soluble egg antigens
4666,SEAs,0.0,SEAs
4667,LDLR(-/-),0.0,LDLR(-/-)
4668,SEA,0.0,SEA
4669,monocyte chemotactic protein 1,0.0,monocyte chemotactic protein 1
4670,intercellular adhesion molecule-1,0.0,intercellular adhesion molecule-1
4671,CD68],0.0,CD68]
4673,programmed cell death-1,0.0,programmed cell death-1
4674,B7,0.0,B7
4638,MAPK1/3,0.0,MAPK1/3
4637,MAPK8/9,0.0,MAPK8/9
4636,cyclic AMP-responsive element-binding protein,0.0,cyclic AMP-responsive element-binding protein
4635,MAPKK1/2,0.0,MAPKK1/2
4601,PADIs,0.0,PADIs
4602,core histones,0.0,core histones
4603,PADI4,0.0,PADI4
4604,PAD4,0.0,PAD4
4605,PADV,0.0,PADV
4606,PADI,0.0,PADI
4607,Padi4,0.0,Padi4
4608,linker histone H1 variants,0.0,linker histone H1 variants
4609,H1,0.0,H1
4611,microRNAs 34a and 223,0.0,microRNAs 34a and 223
4612,Lef1,0.0,Lef1
4613,miRNA 34a,0.0,miRNA 34a
4615,lymphoid transcription factor Lef1,0.0,lymphoid transcription factor Lef1
4616,Ikzf3,0.0,Ikzf3
4618,IFN- transgene,0.0,IFN- transgene
4621,isocitrate dehydrogenase 1 and 2,0.0,isocitrate dehydrogenase 1 and 2
4622,wild type IDH,0.0,wild type IDH
4624,Pluripotency factors,0.0,Pluripotency factors
4625,Polycomb Group proteins,0.0,Polycomb Group proteins
4626,Ahr,0.0,Ahr
4627,Ahr promoter,0.0,Ahr promoter
4628,RNA polymerase II,0.0,RNA polymerase II
4629,Ahr transcription start site,0.0,Ahr transcription start site
4630,Ahr promoter chromatin,0.0,Ahr promoter chromatin
4631,pluripotency factors,0.0,pluripotency factors
4632,Sp factors,0.0,Sp factors
4633,RNAPII,0.0,RNAPII
4519,IL-4 receptor,0.0,IL-4 receptor
4516,transforming growth factor,0.0,transforming growth factor
4338,reverse transactivator protein,0.0,reverse transactivator protein
4400,adenosine deaminases,0.0,adenosine deaminases
4381,thrombospondin 1,0.0,thrombospondin 1
4382,TSP1,0.0,TSP1
4385,RUNX1 gene,0.0,RUNX1 gene
4386,normal RUNX1 cDNA sequences,0.0,normal RUNX1 cDNA sequences
4387,RUNX1 mutation,0.0,RUNX1 mutation
4388,transcription activator-like effector nuclease,0.0,transcription activator-like effector nuclease
4392,STAT3 pathway genes,0.0,STAT3 pathway genes
4393,pSTAT3,0.0,pSTAT3
4394,IL8,0.0,IL8
4395,IL6-neutralizing antibody,0.0,IL6-neutralizing antibody
4396,tocilizumab,0.0,tocilizumab
4398,system L amino acid transporters,0.0,system L amino acid transporters
4401,ADARs,0.0,ADARs
4378,FLT3-ITD mutation,0.0,FLT3-ITD mutation
4403,Alu,0.0,Alu
4404,APOBEC3D,0.0,APOBEC3D
3286,PRC1 complexes,0.0,PRC1 complexes
4406,AZIN1 transcripts,0.0,AZIN1 transcripts
4408,B.henselae adhesin A,0.0,B.henselae adhesin A
4410,BCR-ABL1 gene,0.0,BCR-ABL1 gene
4412,CD25(+),0.0,CD25(+)
4414,KC,0.0,KC
4416,chemokine genes,0.0,chemokine genes
4419,NOTCH1,0.0,NOTCH1
4420,NOTCH1 intracellular domain,0.0,NOTCH1 intracellular domain
4421,NICD1,0.0,NICD1
4380,chemokine (C-C motif) ligand 7,0.0,chemokine (C-C motif) ligand 7
4377,SIRT1 deacetylase,0.0,SIRT1 deacetylase
4515,interleukin 10,0.0,interleukin 10
4356,Pellino-1,0.0,Pellino-1
4339,rtTA2S-M2,0.0,rtTA2S-M2
4340,phosphoglycerate kinase promoter,0.0,phosphoglycerate kinase promoter
4341,hCDD,0.0,hCDD
4343,HIV-1 gp120,0.0,HIV-1 gp120
4344,recombinant HIV-1 R5 gp120,0.0,recombinant HIV-1 R5 gp120
4345,gp120,0.0,gp120
4347,Acid Sphingomyelinase,0.0,Acid Sphingomyelinase
4348,acid sphingomyelinase,0.0,acid sphingomyelinase
4349,A-SMase,0.0,A-SMase
4351,MPP2,0.0,MPP2
4352,MPP3,0.0,MPP3
4353,MPP,0.0,MPP
4354,MPP4,0.0,MPP4
4357,Toll-like Receptor (TLR) 2,0.0,Toll-like Receptor (TLR) 2
4358,Toll-like receptor (TLR) 4,0.0,Toll-like receptor (TLR) 4
4360,TANK-binding kinase,0.0,TANK-binding kinase
4361,TBK,0.0,TBK
